from_metric,to_metric,relationship,declared_on,to_exists
cost_per_unit,procurement_savings_rate,correlated_with,cost_per_unit,True
cost_per_mql,cpl,parent_of,cpl,True
cpl,stg_ad_spend,parent_of,cpl,True
cpl,stg_leads_count,parent_of,cpl,True
cpl,cost_per_event_attendee,parent_of,cpl,True
cpl,cpc,parent_of,cpl,True
cpl,cost_per_mql,correlated_with,cpl,True
cpl,cpc,correlated_with,cpl,True
cpl,cost_per_event_attendee,correlated_with,cpl,True
cpl,stg_leads_count,correlated_with,cpl,True
cpc,cpm,parent_of,cpm,True
cpm,marketing_spend,parent_of,cpm,True
cpm,impressions,parent_of,cpm,True
cpm,ctr,correlated_with,cpm,True
cpm,cpc,correlated_with,cpm,True
graduation_rate,credit_accumulation_rate,parent_of,credit_accumulation_rate,True
credit_accumulation_rate,course_completion_rate,parent_of,credit_accumulation_rate,True
credit_accumulation_rate,graduation_rate,correlated_with,credit_accumulation_rate,True
credit_accumulation_rate,chronic_absenteeism,correlated_with,credit_accumulation_rate,True
working_capital,current_ratio,parent_of,current_ratio,True
current_ratio,cash_and_equivalents,parent_of,current_ratio,True
current_ratio,accounts_receivable,parent_of,current_ratio,True
current_ratio,accounts_payable,parent_of,current_ratio,True
current_ratio,total_assets,parent_of,current_ratio,True
current_ratio,working_capital,correlated_with,current_ratio,True
current_ratio,debt_to_equity,correlated_with,current_ratio,True
current_ratio,net_debt,correlated_with,current_ratio,True
current_ratio,quick_ratio,correlated_with,current_ratio,True
leverage_ratio,debt_ebitda,parent_of,debt_ebitda,True
debt_ebitda,ebitda_margin,correlated_with,debt_ebitda,True
debt_ebitda,free_cash_flow,correlated_with,debt_ebitda,True
debt_ebitda,interest_coverage_ratio,correlated_with,debt_ebitda,True
debt_ebitda,return_on_assets,correlated_with,debt_ebitda,True
debt_ebitda,return_on_equity,correlated_with,debt_ebitda,True
ebitda,debt_ebitda,formula_input,debt_ebitda,True
return_on_equity,debt_to_equity,parent_of,debt_to_equity,True
debt_to_equity,total_debt,parent_of,debt_to_equity,True
debt_to_equity,shareholder_equity,parent_of,debt_to_equity,True
debt_to_equity,leverage_ratio,correlated_with,debt_to_equity,True
debt_to_equity,current_ratio,correlated_with,debt_to_equity,True
debt_to_equity,interest_coverage,correlated_with,debt_to_equity,True
debt_to_equity,ev_ebitda,correlated_with,debt_to_equity,True
debt_to_equity,total_liabilities,correlated_with,debt_to_equity,True
keywords_top10,domain_authority,parent_of,domain_authority,True
domain_authority,backlink_count,parent_of,domain_authority,True
domain_authority,backlinks_count,parent_of,domain_authority,True
domain_authority,organic_traffic,correlated_with,domain_authority,True
domain_authority,keywords_top10,correlated_with,domain_authority,True
domain_authority,backlinks_count,correlated_with,domain_authority,True
domain_authority,backlink_count,correlated_with,domain_authority,True
domain_authority,content_published,correlated_with,domain_authority,True
domain_authority,oss_stars,correlated_with,domain_authority,True
domain_authority,pr_mentions,correlated_with,domain_authority,True
domain_authority,social_engagement_rate,correlated_with,domain_authority,True
working_capital,dpo,parent_of,dpo,True
dpo,accounts_payable,parent_of,dpo,True
dpo,cogs_stg,parent_of,dpo,True
dpo,dso,correlated_with,dpo,True
dpo,working_capital,correlated_with,dpo,True
dpo,accounts_payable,correlated_with,dpo,True
dpo,inventory_turnover,correlated_with,dpo,True
working_capital,dso,parent_of,dso,True
dso,accounts_receivable,parent_of,dso,True
dso,ar_aging_90d,parent_of,dso,True
dso,stg_invoice_row,parent_of,dso,True
dso,dpo,correlated_with,dso,True
dso,cash_and_equivalents,correlated_with,dso,True
dso,accounts_receivable,correlated_with,dso,True
dso,ar_aging_90d,correlated_with,dso,True
dso,bad_debt_rate,correlated_with,dso,True
dso,stg_invoices_count,correlated_with,dso,True
total_revenue,dso,formula_input,dso,True
share_of_voice,earned_media_value,parent_of,earned_media_value,True
earned_media_value,pr_mentions,parent_of,earned_media_value,True
earned_media_value,pr_mentions,correlated_with,earned_media_value,True
earned_media_value,social_engagement_rate,correlated_with,earned_media_value,True
ebitda,ebit,parent_of,ebit,True
interest_coverage,ebit,parent_of,ebit,True
ebitda,ebitda_margin,parent_of,ebitda_margin,True
rule_of_40,ebitda_margin,parent_of,ebitda_margin,True
ebitda_margin,gross_margin,correlated_with,ebitda_margin,True
ebitda_margin,budget_variance_pct,correlated_with,ebitda_margin,True
ebitda_margin,debt_ebitda,correlated_with,ebitda_margin,True
ebitda_margin,ebitda,correlated_with,ebitda_margin,True
ebitda_margin,ga_spend_pct,correlated_with,ebitda_margin,True
ebitda_margin,gna_pct_revenue,correlated_with,ebitda_margin,True
ebitda_margin,gross_margin_by_segment,correlated_with,ebitda_margin,True
ebitda_margin,gross_margin_pct,correlated_with,ebitda_margin,True
ebitda_margin,net_income_margin,correlated_with,ebitda_margin,True
ebitda_margin,net_margin,correlated_with,ebitda_margin,True
ebitda_margin,rd_as_pct_revenue,correlated_with,ebitda_margin,True
ebitda_margin,rd_spend_pct,correlated_with,ebitda_margin,True
ebitda_margin,revenue_per_employee,correlated_with,ebitda_margin,True
ebitda_margin,sg_and_a,correlated_with,ebitda_margin,True
net_income,effective_tax_rate,parent_of,effective_tax_rate,True
effective_tax_rate,ebitda,correlated_with,effective_tax_rate,True
effective_tax_rate,free_cash_flow,correlated_with,effective_tax_rate,True
per_pupil_expenditure,enrollment_count,parent_of,enrollment_count,True
teacher_student_ratio,enrollment_count,parent_of,enrollment_count,True
enrollment_count,stg_enrollment_row,parent_of,enrollment_count,True
enrollment_count,graduation_rate,correlated_with,enrollment_count,True
enrollment_count,attendance_rate,correlated_with,enrollment_count,True
enrollment_count,seat_fill_rate,correlated_with,enrollment_count,True
dau_mau_ratio,error_rate,parent_of,error_rate,True
error_rate,stg_error_event_row,parent_of,error_rate,True
error_rate,api_latency_p95,parent_of,error_rate,True
error_rate,bug_escape_rate,parent_of,error_rate,True
error_rate,product_uptime_sla,parent_of,error_rate,True
error_rate,csat,correlated_with,error_rate,True
error_rate,churn_rate,correlated_with,error_rate,True
error_rate,api_latency_p95,correlated_with,error_rate,True
error_rate,lead_time_for_changes,correlated_with,error_rate,True
error_rate,mttd,correlated_with,error_rate,True
error_rate,product_uptime_sla,correlated_with,error_rate,True
error_rate,uptime,correlated_with,error_rate,True
enterprise_value,ev_ebitda,parent_of,ev_ebitda,True
ev_ebitda,debt_to_equity,correlated_with,ev_ebitda,True
ev_ebitda,leverage_ratio,correlated_with,ev_ebitda,True
ev_ebitda,enterprise_value,correlated_with,ev_ebitda,True
ebitda,ev_ebitda,formula_input,ev_ebitda,True
enterprise_value,ev_ebitda,formula_input,ev_ebitda,True
expansion_arr,expansion_pipeline,parent_of,expansion_pipeline,True
expansion_pipeline,upsell_rate,correlated_with,expansion_pipeline,True
expansion_pipeline,nrr,correlated_with,expansion_pipeline,True
expansion_pipeline,at_risk_accounts,correlated_with,expansion_pipeline,True
csat,fcr_rate,parent_of,fcr_rate,True
fcr_rate,stg_support_tickets,parent_of,fcr_rate,True
fcr_rate,ticket_resolution_time,correlated_with,fcr_rate,True
fcr_rate,csat,correlated_with,fcr_rate,True
fcr_rate,stg_support_tickets,correlated_with,fcr_rate,True
fcr_rate,tickets_per_agent,correlated_with,fcr_rate,True
fcr_rate,tickets_resolved,correlated_with,fcr_rate,True
feature_adoption_rate,feature_adoption,parent_of,feature_adoption,True
feature_adoption,stg_events_count,parent_of,feature_adoption,True
feature_adoption,dau,parent_of,feature_adoption,True
feature_adoption,dau_mau_ratio,correlated_with,feature_adoption,True
feature_adoption,activation_rate,correlated_with,feature_adoption,True
feature_adoption,session_length,correlated_with,feature_adoption,True
feature_adoption,stg_events_count,correlated_with,feature_adoption,True
csat,first_response_time,parent_of,first_response_time,True
sla_breach_rate,first_response_time,parent_of,first_response_time,True
first_response_time,stg_ticket_row,parent_of,first_response_time,True
first_response_time,ces,correlated_with,first_response_time,True
first_response_time,csat,correlated_with,first_response_time,True
first_response_time,stg_support_tickets,correlated_with,first_response_time,True
first_response_time,ticket_backlog,correlated_with,first_response_time,True
first_response_time,ticket_resolution_rate,correlated_with,first_response_time,True
first_response_time,ticket_resolution_time,correlated_with,first_response_time,True
first_response_time,time_to_resolution,correlated_with,first_response_time,True
cost_per_mile,fleet_utilization_rate,parent_of,fleet_utilization_rate,True
fleet_utilization_rate,stg_vehicle_trip_row,parent_of,fleet_utilization_rate,True
fleet_utilization_rate,cost_per_mile,correlated_with,fleet_utilization_rate,True
ebitda,forecast_accuracy,parent_of,forecast_accuracy,True
forecast_accuracy,annual_budget,parent_of,forecast_accuracy,True
forecast_accuracy,budget_variance,correlated_with,forecast_accuracy,True
forecast_accuracy,revenue_vs_py,correlated_with,forecast_accuracy,True
forecast_accuracy,revenue_ytd,correlated_with,forecast_accuracy,True
total_revenue,forecast_accuracy,formula_input,forecast_accuracy,True
mql,form_conversion_rate,parent_of,form_conversion_rate,True
form_conversion_rate,website_sessions,parent_of,form_conversion_rate,True
form_conversion_rate,stg_leads_count,parent_of,form_conversion_rate,True
form_conversion_rate,session_to_lead_rate,correlated_with,form_conversion_rate,True
form_conversion_rate,lead_to_mql_rate,correlated_with,form_conversion_rate,True
form_conversion_rate,demo_requests,correlated_with,form_conversion_rate,True
form_conversion_rate,email_ctr,correlated_with,form_conversion_rate,True
form_conversion_rate,webinar_attendance_rate,correlated_with,form_conversion_rate,True
plg_rate,free_to_paid_rate,parent_of,free_to_paid_rate,True
trial_to_paid_rate,free_to_paid_rate,parent_of,free_to_paid_rate,True
free_to_paid_rate,trial_signups,parent_of,free_to_paid_rate,True
free_to_paid_rate,active_paying_users,parent_of,free_to_paid_rate,True
free_to_paid_rate,trial_to_paid_rate,correlated_with,free_to_paid_rate,True
free_to_paid_rate,activation_rate,correlated_with,free_to_paid_rate,True
free_to_paid_rate,active_paying_users,correlated_with,free_to_paid_rate,True
free_to_paid_rate,trial_signups,correlated_with,free_to_paid_rate,True
opex,ga_spend_pct,parent_of,ga_spend_pct,True
ga_spend_pct,opex,correlated_with,ga_spend_pct,True
ga_spend_pct,ebitda_margin,correlated_with,ga_spend_pct,True
employee_attrition_rate,gender_pay_gap,parent_of,gender_pay_gap,True
gender_pay_gap,total_comp_expense,parent_of,gender_pay_gap,True
gender_pay_gap,diversity_hire_rate,correlated_with,gender_pay_gap,True
gender_pay_gap,engagement_score,correlated_with,gender_pay_gap,True
revenue,gmv,parent_of,gmv,True
take_rate,gmv,parent_of,gmv,True
gmv,stg_revenue_event_amount,parent_of,gmv,True
gmv,liquidity_rate,parent_of,gmv,True
gmv,marketplace_buyers,parent_of,gmv,True
gmv,marketplace_sellers,parent_of,gmv,True
gmv,revenue,correlated_with,gmv,True
gmv,take_rate,correlated_with,gmv,True
student_proficiency,graduation_rate,parent_of,graduation_rate,True
college_enrollment,graduation_rate,parent_of,graduation_rate,True
graduation_rate,advanced_course_enrollment_rate,parent_of,graduation_rate,True
graduation_rate,credit_accumulation_rate,parent_of,graduation_rate,True
graduation_rate,attendance_rate,correlated_with,graduation_rate,True
graduation_rate,student_proficiency,correlated_with,graduation_rate,True
graduation_rate,college_enrollment,correlated_with,graduation_rate,True
graduation_rate,credit_accumulation_rate,correlated_with,graduation_rate,True
graduation_rate,enrollment_count,correlated_with,graduation_rate,True
graduation_rate,fafsa_completion_rate,correlated_with,graduation_rate,True
ebitda,gross_margin,parent_of,gross_margin,True
payback_period,gross_margin,parent_of,gross_margin,True
gross_margin,cogs,parent_of,gross_margin,True
gross_margin,cost_per_unit,parent_of,gross_margin,True
gross_margin,gross_margin_by_segment,parent_of,gross_margin,True
gross_margin,ebitda_margin,correlated_with,gross_margin,True
gross_margin,asp,correlated_with,gross_margin,True
gross_margin,gross_margin_by_segment,correlated_with,gross_margin,True
gross_margin,net_income_margin,correlated_with,gross_margin,True
gross_margin,procurement_savings_rate,correlated_with,gross_margin,True
gross_margin,gross_margin_by_segment,parent_of,gross_margin_by_segment,True
gross_margin_by_segment,gross_profit,parent_of,gross_margin_by_segment,True
gross_margin_by_segment,cogs,parent_of,gross_margin_by_segment,True
gross_margin_by_segment,ebitda_margin,correlated_with,gross_margin_by_segment,True
gross_margin_by_segment,gross_margin,correlated_with,gross_margin_by_segment,True
ebitda,gross_margin_pct,parent_of,gross_margin_pct,True
cac_payback,gross_margin_pct,parent_of,gross_margin_pct,True
gross_margin_pct,gross_profit,parent_of,gross_margin_pct,True
gross_margin_pct,ebitda_margin,correlated_with,gross_margin_pct,True
gross_margin_pct,net_margin,correlated_with,gross_margin_pct,True
gross_margin_pct,cogs_stg,correlated_with,gross_margin_pct,True
gross_margin_pct,gross_profit,correlated_with,gross_margin_pct,True
gross_margin_pct,ops_efficiency_ratio,correlated_with,gross_margin_pct,True
gross_margin_pct,revenue_by_product,correlated_with,gross_margin_pct,True
total_revenue,gross_margin_pct,formula_input,gross_margin_pct,True
ebitda,gross_profit,parent_of,gross_profit,True
gross_margin_pct,gross_profit,parent_of,gross_profit,True
gross_margin_by_segment,gross_profit,parent_of,gross_profit,True
gross_profit_per_employee,gross_profit,parent_of,gross_profit,True
gross_profit,cogs_stg,parent_of,gross_profit,True
gross_profit,gross_margin_pct,correlated_with,gross_profit,True
gross_profit,gross_profit_per_employee,correlated_with,gross_profit,True
total_revenue,gross_profit,formula_input,gross_profit,True
employee_lifetime_value,gross_profit_per_employee,parent_of,gross_profit_per_employee,True
gross_profit_per_employee,gross_profit,parent_of,gross_profit_per_employee,True
gross_profit_per_employee,revenue_per_employee,correlated_with,gross_profit_per_employee,True
gross_profit_per_employee,workforce_productivity,correlated_with,gross_profit_per_employee,True
gross_profit_per_employee,gross_profit,correlated_with,gross_profit_per_employee,True
headcount,gross_profit_per_employee,formula_input,gross_profit_per_employee,True
per_pupil_expenditure,instructional_spend_ratio,parent_of,instructional_spend_ratio,True
instructional_spend_ratio,per_pupil_expenditure,correlated_with,instructional_spend_ratio,True
instructional_spend_ratio,ela_proficiency_rate,correlated_with,instructional_spend_ratio,True
return_on_equity,interest_coverage,parent_of,interest_coverage,True
interest_coverage,ebit,parent_of,interest_coverage,True
interest_coverage,total_debt,parent_of,interest_coverage,True
interest_coverage,interest_coverage_ratio,parent_of,interest_coverage,True
interest_coverage,debt_to_equity,correlated_with,interest_coverage,True
interest_coverage,leverage_ratio,correlated_with,interest_coverage,True
interest_coverage,total_debt,correlated_with,interest_coverage,True
interest_coverage,interest_coverage_ratio,parent_of,interest_coverage_ratio,True
interest_coverage_ratio,debt_ebitda,correlated_with,interest_coverage_ratio,True
interest_coverage_ratio,free_cash_flow,correlated_with,interest_coverage_ratio,True
ebitda,interest_coverage_ratio,formula_input,interest_coverage_ratio,True
employee_attrition_rate,internal_promotion_rate,parent_of,internal_promotion_rate,True
internal_promotion_rate,stg_job_requisition_row,parent_of,internal_promotion_rate,True
internal_promotion_rate,employee_attrition_rate,correlated_with,internal_promotion_rate,True
internal_promotion_rate,time_to_fill,correlated_with,internal_promotion_rate,True
internal_promotion_rate,span_of_control,correlated_with,internal_promotion_rate,True
internal_promotion_rate,training_hours_per_employee,correlated_with,internal_promotion_rate,True
time_to_hire,interview_to_offer_rate,parent_of,interview_to_offer_rate,True
interview_to_offer_rate,offer_acceptance_rate,correlated_with,interview_to_offer_rate,True
interview_to_offer_rate,time_to_hire,correlated_with,interview_to_offer_rate,True
return_on_equity,leverage_ratio,parent_of,leverage_ratio,True
leverage_ratio,net_debt,parent_of,leverage_ratio,True
leverage_ratio,debt_ebitda,parent_of,leverage_ratio,True
leverage_ratio,debt_to_equity,correlated_with,leverage_ratio,True
leverage_ratio,interest_coverage,correlated_with,leverage_ratio,True
leverage_ratio,ev_ebitda,correlated_with,leverage_ratio,True
leverage_ratio,total_debt,correlated_with,leverage_ratio,True
ebitda,leverage_ratio,formula_input,leverage_ratio,True
gmv,liquidity_rate,parent_of,liquidity_rate,True
liquidity_rate,take_rate,correlated_with,liquidity_rate,True
liquidity_rate,marketplace_sellers,correlated_with,liquidity_rate,True
rule_of_40,magic_number,parent_of,magic_number,True
magic_number,new_arr,parent_of,magic_number,True
magic_number,sm_spend,parent_of,magic_number,True
magic_number,cac_payback,correlated_with,magic_number,True
magic_number,cac,correlated_with,magic_number,True
magic_number,ltv_cac,correlated_with,magic_number,True
magic_number,payback_ratio,correlated_with,magic_number,True
employee_engagement_score,manager_effectiveness_score,parent_of,manager_effectiveness_score,True
manager_effectiveness_score,stg_survey_response_row,parent_of,manager_effectiveness_score,True
manager_effectiveness_score,span_of_control,parent_of,manager_effectiveness_score,True
manager_effectiveness_score,employee_attrition_rate,correlated_with,manager_effectiveness_score,True
manager_effectiveness_score,employee_engagement_score,correlated_with,manager_effectiveness_score,True
revenue_growth_rate,market_share,parent_of,market_share,True
market_share,market_penetration_rate,parent_of,market_share,True
market_share,revenue_growth_rate,correlated_with,market_share,True
market_share,tam,correlated_with,market_share,True
market_share,revenue_by_region,correlated_with,market_share,True
market_share,sam,correlated_with,market_share,True
marketing_roi,marketing_influenced_pipeline,parent_of,marketing_influenced_pipeline,True
marketing_influenced_pipeline,stg_opportunity_row,parent_of,marketing_influenced_pipeline,True
marketing_influenced_pipeline,pipeline_value,correlated_with,marketing_influenced_pipeline,True
marketing_influenced_pipeline,roas,correlated_with,marketing_influenced_pipeline,True
cac,marketing_spend,parent_of,marketing_spend,True
cost_per_mql,marketing_spend,parent_of,marketing_spend,True
cost_per_sql,marketing_spend,parent_of,marketing_spend,True
cpm,marketing_spend,parent_of,marketing_spend,True
roas,marketing_spend,parent_of,marketing_spend,True
marketing_spend,stg_ad_spend_row,parent_of,marketing_spend,True
marketing_spend,revenue,correlated_with,marketing_spend,True
marketing_spend,mrr,correlated_with,marketing_spend,True
marketing_spend,sales_spend,correlated_with,marketing_spend,True
system_uptime,mtbf,parent_of,mtbf,True
mtbf,stg_downtime_event_row,parent_of,mtbf,True
mtbf,preventive_maintenance_rate,parent_of,mtbf,True
mtbf,preventive_maintenance_rate,correlated_with,mtbf,True
mtbf,system_uptime,correlated_with,mtbf,True
uptime,mttd,parent_of,mttd,True
mttd,incident_count,parent_of,mttd,True
mttd,stg_error_event_row,parent_of,mttd,True
mttd,mttr,correlated_with,mttd,True
mttd,error_rate,correlated_with,mttd,True
mttd,incident_count,correlated_with,mttd,True
system_uptime,mttr,parent_of,mttr,True
mttr,incident_count,parent_of,mttr,True
mttr,mttd,correlated_with,mttr,True
mttr,uptime,correlated_with,mttr,True
mttr,change_failure_rate,correlated_with,mttr,True
mttr,incident_count,correlated_with,mttr,True
mttr,rcr_rate,correlated_with,mttr,True
enterprise_value,net_debt,parent_of,net_debt,True
leverage_ratio,net_debt,parent_of,net_debt,True
net_debt,total_debt,parent_of,net_debt,True
net_debt,cash_and_equivalents,parent_of,net_debt,True
net_debt,current_ratio,correlated_with,net_debt,True
net_debt,runway_months,correlated_with,net_debt,True
net_debt,shareholder_equity,correlated_with,net_debt,True
return_on_equity,net_income,parent_of,net_income,True
net_income_margin,net_income,parent_of,net_income,True
net_margin,net_income,parent_of,net_income,True
operating_cash_flow,net_income,parent_of,net_income,True
roa,net_income,parent_of,net_income,True
roe,net_income,parent_of,net_income,True
roic,net_income,parent_of,net_income,True
net_income,effective_tax_rate,parent_of,net_income,True
net_income,free_cash_flow,correlated_with,net_income,True
net_income,ebitda,correlated_with,net_income,True
ebitda,net_income,formula_input,net_income,True
return_on_equity,net_income_margin,parent_of,net_income_margin,True
net_income_margin,net_income,parent_of,net_income_margin,True
net_income_margin,revenue,parent_of,net_income_margin,True
net_income_margin,ebitda_margin,correlated_with,net_income_margin,True
net_income_margin,gross_margin,correlated_with,net_income_margin,True
return_on_equity,net_margin,parent_of,net_margin,True
net_margin,net_income,parent_of,net_margin,True
net_margin,gross_margin_pct,correlated_with,net_margin,True
net_margin,ebitda_margin,correlated_with,net_margin,True
total_revenue,net_margin,formula_input,net_margin,True
marketing_cac,net_new_customers,parent_of,net_new_customers,True
net_new_customers,monthly_new_customers,parent_of,net_new_customers,True
net_new_customers,customer_churn_rate,parent_of,net_new_customers,True
net_new_customers,arr_growth_rate,correlated_with,net_new_customers,True
net_new_customers,cac,correlated_with,net_new_customers,True
net_new_customers,customer_count,correlated_with,net_new_customers,True
net_new_customers,stg_customer_count,correlated_with,net_new_customers,True
mau,new_user_signups,parent_of,new_user_signups,True
new_user_signups,stg_user_event_row,parent_of,new_user_signups,True
new_user_signups,app_downloads,parent_of,new_user_signups,True
new_user_signups,viral_coefficient,parent_of,new_user_signups,True
new_user_signups,activation_rate,correlated_with,new_user_signups,True
new_user_signups,mql_count,correlated_with,new_user_signups,True
time_to_fill,offer_acceptance_rate,parent_of,offer_acceptance_rate,True
offer_acceptance_rate,recruiting_pipeline,parent_of,offer_acceptance_rate,True
offer_acceptance_rate,new_hires,parent_of,offer_acceptance_rate,True
offer_acceptance_rate,time_to_hire,correlated_with,offer_acceptance_rate,True
offer_acceptance_rate,interview_to_offer_rate,correlated_with,offer_acceptance_rate,True
offer_acceptance_rate,recruiting_pipeline,correlated_with,offer_acceptance_rate,True
free_cash_flow,operating_cash_flow,parent_of,operating_cash_flow,True
operating_cash_flow,net_income,parent_of,operating_cash_flow,True
operating_cash_flow,da,parent_of,operating_cash_flow,True
operating_cash_flow,deferred_revenue,parent_of,operating_cash_flow,True
operating_cash_flow,ebitda,correlated_with,operating_cash_flow,True
operating_cash_flow,free_cash_flow,correlated_with,operating_cash_flow,True
ebitda,opex,parent_of,opex,True
burn_rate,opex,parent_of,opex,True
ops_efficiency_ratio,opex,parent_of,opex,True
opex,sg_and_a,parent_of,opex,True
opex,total_comp_expense,parent_of,opex,True
opex,ga_spend_pct,parent_of,opex,True
opex,gna_pct_revenue,parent_of,opex,True
opex,headcount_cost,parent_of,opex,True
opex,hr_cost_pct_revenue,parent_of,opex,True
opex,rd_as_pct_revenue,parent_of,opex,True
opex,rd_expense,parent_of,opex,True
opex,rd_spend_pct,parent_of,opex,True
opex,stg_opex_line,parent_of,opex,True
opex,ga_spend_pct,correlated_with,opex,True
opex,rd_spend_pct,correlated_with,opex,True
opex,annual_budget,correlated_with,opex,True
opex,budget_variance,correlated_with,opex,True
opex,budget_variance_pct,correlated_with,opex,True
opex,gna_pct_revenue,correlated_with,opex,True
opex,headcount_fte,correlated_with,opex,True
opex,headcount_vs_budget,correlated_with,opex,True
opex,hr_cost_pct_revenue,correlated_with,opex,True
ops_north_star,order_accuracy_rate,parent_of,order_accuracy_rate,True
order_accuracy_rate,stg_shipment_row,parent_of,order_accuracy_rate,True
order_accuracy_rate,fill_rate,correlated_with,order_accuracy_rate,True
order_accuracy_rate,on_time_delivery_rate,correlated_with,order_accuracy_rate,True
order_accuracy_rate,defect_rate,correlated_with,order_accuracy_rate,True
order_accuracy_rate,return_rate,correlated_with,order_accuracy_rate,True
marketing_roi,paid_attribution_pct,parent_of,paid_attribution_pct,True
paid_attribution_pct,stg_ad_spend,parent_of,paid_attribution_pct,True
paid_attribution_pct,organic_attribution_pct,correlated_with,paid_attribution_pct,True
paid_attribution_pct,roas,correlated_with,paid_attribution_pct,True
mql,paid_attribution_pct,formula_input,paid_attribution_pct,True
website_sessions,paid_sessions,parent_of,paid_sessions,True
paid_sessions,stg_session_row,parent_of,paid_sessions,True
paid_sessions,organic_sessions,correlated_with,paid_sessions,True
paid_sessions,roas,correlated_with,paid_sessions,True
ltv_cac,payback_period,parent_of,payback_period,True
payback_period,cac,parent_of,payback_period,True
payback_period,mrr,parent_of,payback_period,True
payback_period,gross_margin,parent_of,payback_period,True
payback_period,churn_rate,correlated_with,payback_period,True
payback_period,arr,correlated_with,payback_period,True
ltv_cac,payback_ratio,parent_of,payback_ratio,True
payback_ratio,cac,parent_of,payback_ratio,True
payback_ratio,arpu,parent_of,payback_ratio,True
payback_ratio,cac_payback,correlated_with,payback_ratio,True
payback_ratio,ltv_cac,correlated_with,payback_ratio,True
payback_ratio,magic_number,correlated_with,payback_ratio,True
cost_per_outcome,per_pupil_expenditure,parent_of,per_pupil_expenditure,True
student_proficiency,per_pupil_expenditure,parent_of,per_pupil_expenditure,True
per_pupil_expenditure,enrollment_count,parent_of,per_pupil_expenditure,True
per_pupil_expenditure,instructional_spend_ratio,parent_of,per_pupil_expenditure,True
per_pupil_expenditure,seat_fill_rate,parent_of,per_pupil_expenditure,True
per_pupil_expenditure,staff_student_cost_ratio,parent_of,per_pupil_expenditure,True
per_pupil_expenditure,student_teacher_ratio,parent_of,per_pupil_expenditure,True
per_pupil_expenditure,teacher_student_ratio,parent_of,per_pupil_expenditure,True
per_pupil_expenditure,attendance_rate,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,adm,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,cost_per_outcome,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,frl_pct,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,iep_pct,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,instructional_spend_ratio,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,school_enrollment,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,seat_fill_rate,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,staff_student_cost_ratio,correlated_with,per_pupil_expenditure,True
per_pupil_expenditure,student_teacher_ratio,correlated_with,per_pupil_expenditure,True
new_arr,pipeline_coverage,parent_of,pipeline_coverage,True
pipeline_coverage,pipeline_value,parent_of,pipeline_coverage,True
pipeline_coverage,quota_attainment,parent_of,pipeline_coverage,True
pipeline_coverage,win_rate,correlated_with,pipeline_coverage,True
pipeline_coverage,new_arr,correlated_with,pipeline_coverage,True
pipeline_coverage,avg_deal_size,correlated_with,pipeline_coverage,True
pipeline_coverage,pipeline_generated,correlated_with,pipeline_coverage,True
pipeline_coverage,pipeline_value,parent_of,pipeline_value,True
pipeline_value,stg_opportunity_row,parent_of,pipeline_value,True
pipeline_value,sql_count,parent_of,pipeline_value,True
pipeline_value,new_arr,correlated_with,pipeline_value,True
pipeline_value,win_rate,correlated_with,pipeline_value,True
pipeline_value,marketing_influenced_pipeline,correlated_with,pipeline_value,True
new_arr,plg_rate,parent_of,plg_rate,True
plg_rate,trial_signups,parent_of,plg_rate,True
plg_rate,free_to_paid_rate,parent_of,plg_rate,True
plg_rate,trial_to_paid_rate,parent_of,plg_rate,True
plg_rate,viral_coefficient,correlated_with,plg_rate,True
plg_rate,trial_to_paid_rate,correlated_with,plg_rate,True
mtbf,preventive_maintenance_rate,parent_of,preventive_maintenance_rate,True
preventive_maintenance_rate,stg_work_order_row,parent_of,preventive_maintenance_rate,True
preventive_maintenance_rate,work_order_resolution_time,correlated_with,preventive_maintenance_rate,True
preventive_maintenance_rate,mtbf,correlated_with,preventive_maintenance_rate,True
preventive_maintenance_rate,system_uptime,correlated_with,preventive_maintenance_rate,True
dau,push_open_rate,parent_of,push_open_rate,True
push_open_rate,email_open_rate,correlated_with,push_open_rate,True
push_open_rate,dau_mau_ratio,correlated_with,push_open_rate,True
working_capital,quick_ratio,parent_of,quick_ratio,True
quick_ratio,current_ratio,correlated_with,quick_ratio,True
quick_ratio,working_capital,correlated_with,quick_ratio,True
new_arr,quota_attainment,parent_of,quota_attainment,True
pct_reps_at_quota,quota_attainment,parent_of,quota_attainment,True
pipeline_coverage,quota_attainment,parent_of,quota_attainment,True
quota_attainment,stg_opportunity_row,parent_of,quota_attainment,True
quota_attainment,win_rate,correlated_with,quota_attainment,True
quota_attainment,new_arr,correlated_with,quota_attainment,True
quota_attainment,arr_per_rep,correlated_with,quota_attainment,True
quota_attainment,pct_reps_at_quota,correlated_with,quota_attainment,True
quota_attainment,sales_headcount,correlated_with,quota_attainment,True
opex,rd_expense,parent_of,rd_expense,True
rd_as_pct_revenue,rd_expense,parent_of,rd_expense,True
